,source,author,title,description,url,urlToImage,publishedAt,content
19,"{'id': 'le-monde', 'name': 'Le Monde'}",Philippe Escande,"Crise politique, consommation en berne, hausse du chômage : « La Corée du Sud a plus de sujets d’inquiétude que la France »","La banque centrale sud-coréenne a révisé à la baisse ses prévisions de croissance pour 2025 et 2024, alors que le won est au plus bas face au dollar et que la hausse des barrières douanières promises par Trump devrait pénaliser le pays, analyse Philippe Escan…",https://www.lemonde.fr/economie/article/2025/01/20/crise-politique-consommation-en-berne-hausse-du-chomage-la-coree-du-sud-a-plus-de-sujets-d-inquietude-que-la-france_6506700_3234.html,https://img.lemde.fr/2024/12/31/0/0/5500/3666/1440/960/60/0/e21403d_2024-12-31t074428z-2078736043-rc260caxzolq-rtrmadp-3-southkorea-politics.JPG,2025-01-20T09:08:44Z,"Des manifestants opposés au mandat darrêt délivré contre le président sud-coréen destitué, Yoon Suk Yeol, devant sa résidence officielle, à Séoul, le 31 décembre 2024. SOO-HYEON KIM / REUTERS
Comme … [+1179 chars]"
0,"{'id': 'le-monde', 'name': 'Le Monde'}",Service vidéo du Monde,"Vidéo. VIDEO. A la veille de son investiture, Donald Trump promet « la fin de quatre ans de déclin »",Vidéo - Le président élu des Etats-Unis a réuni une dernière fois ses partisans avant de prêter serment. Il a promis des mesures fortes contre l’immigration et le « wokisme ».,https://www.lemonde.fr/videos/video/2025/01/20/video-a-la-veille-de-son-investiture-donald-trump-promet-la-fin-de-quatre-ans-de-declin_6506665_1669088.html,https://img.lemde.fr/2025/01/19/1/0/5500/3666/1440/960/60/0/7a00d68_ftp-import-images-1-eqewwqth1hz3-2025-01-19t231326z-570703956-rc2adcaqwrti-rtrmadp-3-usa-trump.JPG,2025-01-20T08:52:24Z,"Donald Trump a promis dimanche à des milliers délecteurs réunis à Washington de « résoudre chacune des crises auxquelles notre pays fait face », à la veille de son investiture pour un second mandat à… [+1264 chars]"
1,"{'id': 'google-news-fr', 'name': 'Google News (France)'}",,Google News,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",https://news.google.com/rss/articles/CBMi1gFBVV95cUxOeWZqcEFNVHFuX2VmNXA3SWNuQ2VBWUpqdXY3V21Bd3AweXhDN1RBd0h2MzFhRGZ2cEh2Tkw4OWxXNkRQVWZUWWtWa0pqNzVjdzhBa240RXlOZDM2N0UtcFhxYURONVBpal9lSUZhbjJKYW9VYXFMVDNTQ25lNmZkb1hsWUhkcTZuSjFkZ3JmRXZtMC1ISUE5Mmk2c25mbmd0RTg0RVRCWFl6OERlTGppQXdOWWJmS2o4c3VoSVdsNlZQbXNMLTlJVWNmUlI1czRMclcyUlRn,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw,2025-01-20T08:46:33+00:00,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News."
2,"{'id': 'les-echos', 'name': 'Les Echos'}",Samir Touzani,Trump lance son propre meme coin et embrase le marché crypto dans la surprise et l'effroi,"Donald Trump a annoncé, dans la nuit de vendredi à samedi, le lancement de sa propre cryptomonnaie. Une fièvre d'achats a fait monter en quelques heures sa valorisation jusqu'à 6 milliards de dollars. Le lendemain, sa femme Melania a elle aussi lancé son prop…",https://www.lesechos.fr/finance-marches/marches-financiers/trump-lance-son-propre-meme-coin-et-embrase-le-marche-crypto-dans-la-surprise-et-leffroi-2143414,https://media.lesechos.com/api/v1/images/view/678ce834f0517e6556581b47/1280x720/01303635508510-web-tete.jpg,2025-01-19T11:55:27Z,"Par Samir Touzani
Publié le 19 janv. 2025 à 12:55Mis à jour le 20 janv. 2025 à 12:04
PremiumRéservé à nos abonnés Premium
A la surprise générale, Donald Trump lance son propre meme coin. Une annon… [+460 chars]"
3,"{'id': 'le-monde', 'name': 'Le Monde'}",Pascal Riché,"Le protectionnisme, une histoire politique des Etats-Unis, de George Washington à Donald Trump","Contre l’avis des économistes, le président élu entend fixer des droits de douane élevés. Cette question des « tariffs », au cœur du débat américain depuis toujours, divisait déjà les Pères fondateurs.",https://www.lemonde.fr/idees/article/2025/01/19/le-protectionnisme-une-histoire-politique-des-etats-unis-de-george-washington-a-donald-trump_6504792_3232.html,https://img.lemde.fr/2025/01/17/106/0/3366/2244/1440/960/60/0/be10419_sirius-fs-upload-1-520jxhm027sb-1737107298552-protectionnismeus.jpg,2025-01-19T04:30:09Z,"Donald Trump est assis sur une fesse, contre un parapet, décontracté. Il parle du mot « tariff » (« droit de douane »). « Le Sénat et la Chambre, au fil des ans, lui ont donné une mauvaise réputation… [+2483 chars]"
4,"{'id': 'le-monde', 'name': 'Le Monde'}",Emmanuel Vigneron,Santé : « La proximité est la condition essentielle de l’accès aux soins »,"Si le gouvernement veut réduire les délais d’attente qui menacent l’état de santé des Français, il doit régler la question de la proximité des soins, ce qui passe par plus de pédagogie et de transparence et par la mise en place d’indicateurs, explique, dans u…",https://www.lemonde.fr/idees/article/2025/01/18/sante-la-proximite-est-la-condition-essentielle-de-l-acces-aux-soins_6504102_3232.html,https://img.lemde.fr/2024/05/10/193/0/6072/4048/1440/960/60/0/a4fcd03_1715320570633-pns-779379982.jpg,2025-01-18T12:00:09Z,"Dans son discours de politique générale, mercredi 14 janvier au Parlement, le premier ministre, François Bayrou, a, comme ses prédécesseurs, égrainé quelques mesures pour la santé : hausse de lObject… [+2075 chars]"
5,"{'id': 'le-monde', 'name': 'Le Monde'}",Marc Bettinelli et Juliette Prigent,Vidéo. Mark Zuckerberg : ce qui se cache derrière sa transformation physique,"Vidéo - Cheveux longs, chaînes en or, passion pour le MMA… nous avons épluché les réseaux sociaux du patron de Meta. Ils montrent une transformation physique mais aussi idéologique.",https://www.lemonde.fr/economie/video/2025/01/15/mark-zuckerberg-ce-qui-se-cache-derriere-sa-transformation-physique_6500290_3234.html,https://img.lemde.fr/2025/01/13/4/0/3936/2624/1440/960/60/0/ef10d61_sirius-fs-upload-1-x8eoblzvkkeo-1736766191466-015534.jpg,2025-01-15T19:08:14Z,"Le patron de Meta, Mark Zuckerberg, a énormément changé en quelques mois. Avant, sur ses réseaux sociaux, il postait des photos de lui, t-shirt gris et cheveux courts, de sa vie de famille ou encore … [+950 chars]"
6,"{'id': 'les-echos', 'name': 'Les Echos'}",Tifenn Clinkemaillié,Assurance-vie : les rendements des fonds en euros reprennent l'avantage sur le Livret A,"Alors que le taux du livret d'épargne réglementée baissera au 1 er février à 2,4 %, les assureurs ont présenté des rendements proches - voire supérieurs - sur les fonds en euros pour l'année 2024. Une performance qu'ils espèrent reproduire en 2025.",https://www.lesechos.fr/finance-marches/banque-assurances/assurance-vie-les-rendements-des-fonds-en-euros-reprennent-lavantage-sur-le-livret-a-2142774,https://media.lesechos.com/api/v1/images/view/6787f1a6c85116268e595ea9/1280x720/01303420433206-web-tete.jpg,2025-01-15T17:34:25Z,"Par Tifenn Clinkemaillié
Publié le 15 janv. 2025 à 18:34Mis à jour le 15 janv. 2025 à 21:32
PremiumRéservé à nos abonnés Premium
Livret A ou assurance-vie, qui sera le mieux-disant ? Les deux prod… [+151 chars]"
7,"{'id': 'les-echos', 'name': 'Les Echos'}","Raphaël Balenieri, Virginie Jacoberger-Lavoué",La Chine tourne la page de son addiction au luxe,"La Chine n'est plus la « poule aux oeufs d'or » du luxe. Le Covid, et le ralentissement économique qui a suivi, a changé le regard des Chinois sur cette industrie. L'année 2025 s'y annonce morose.",https://www.lesechos.fr/industrie-services/mode-luxe/la-chine-tourne-la-page-de-son-addiction-au-luxe-2142454,https://media.lesechos.com/api/v1/images/view/67867c043e45d354fb70786e/1280x720/01302052743395-web-tete.jpg,2025-01-14T15:00:11Z,"Par Raphaël Balenieri, Virginie Jacoberger-Lavoué
Publié le 14 janv. 2025 à 16:00Mis à jour le 14 janv. 2025 à 17:07
PremiumRéservé à nos abonnés Premium
A Shanghai, le Plaza 66 est l'un des deux … [+438 chars]"
8,"{'id': 'le-monde', 'name': 'Le Monde'}",Alexandre Piquard,« Le pouvoir des géants de la tech érode la démocratie »,"Marietje Schaake, ex-députée européenne et essayiste, dénonce, dans un entretien au « Monde », le contrôle « d’infrastructures critiques » par les patrons du numérique comme Elon Musk ou Mark Zuckerberg, désormais bienveillants envers Donald Trump.",https://www.lemonde.fr/economie/article/2025/01/13/le-pouvoir-des-geants-de-la-tech-erode-la-democratie_6495406_3234.html,https://img.lemde.fr/2025/01/11/0/0/8256/5504/1440/960/60/0/4546f14_sirius-fs-upload-1-ry9zqf9hedor-1736596064615-000-33cd2fh.jpg,2025-01-13T06:30:03Z,"Marietje Schaake, spécialiste de la régulation du numérique, lors du Sommet pour la démocratie, à Washington, le 30 mars 2023. MANDEL NGAN / AFP
Marietje Schaake a publié, en septembre 2024, The Tec… [+1363 chars]"
9,"{'id': 'le-monde', 'name': 'Le Monde'}",Mathys Vallée,Vidéo. Vidéo. Marche du 11 janvier 2015 : retour sur une mobilisation historique,"Vidéo - Il y a dix ans, quatre jours après les attentats de « Charlie Hebdo » et de l’Hyper Cacher, la France connaissait la plus grande mobilisation recensée de son histoire.",https://www.lemonde.fr/societe/video/2025/01/11/video-marche-du-11-janvier-2015-retour-sur-une-mobilisation-historique_6492452_3224.html,https://img.lemde.fr/2025/01/10/0/4/4920/3280/1440/960/60/0/96d708f_sirius-fs-upload-1-vylhfhrc7itr-1736523213796-000-par8071664.jpg,2025-01-11T08:00:07Z,"<li>Parce quune autre personne (ou vous) est en train de lire Le Monde avec ce compte sur un autre appareil.
Vous ne pouvez lire Le Monde que sur un seul appareil à la fois (ordinateur, téléphone ou… [+626 chars]"
10,"{'id': 'liberation', 'name': 'Libération'}",Elsa Maudet,"Précarité énergétique : «Les journées où il pleut tout le temps, c’est un peu l’enfer»","Comme 3,5 millions de ménages français, Valérie et David peinent à combattre l'humidité et les fuites dans leur maison. Pour financer les travaux, ils sont accompagnés par une association spécialisée.",http://www.liberation.fr/france/2021/02/02/precarite-energetique-les-journees-ou-il-pleut-tout-le-temps-c-est-un-peu-l-enfer_1819030,https://medias.liberation.fr/photo/1375474-2021-02-margueritebornhauser-compiegnes-10jpg.jpg?modified_at=1612265502&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-02T12:49:24Z,"Search
Direct
User
100
Zoom
Quiz
?
Libération Diamond
clock
xml
netvibes
live
anciens-numeros
data
desintox
diapo
edito
election-2017
election
essentiel
generique
idee
jo
next… [+467 chars]"
11,"{'id': 'liberation', 'name': 'Libération'}",Chez Pol,Ces députés qui ne veulent pas plus d’argent,"Indiscrétions piquantes, maladresses vaches ou douces confessions : chaque jour, retrouvez les brèves qui auscultent le monde politique.",http://www.liberation.fr/politiques/2021/02/02/ces-deputes-qui-ne-veulent-pas-plus-d-argent_1819029,https://medias.liberation.fr/photo/1375467-afp_1r32kgjpg.jpg?modified_at=1612264960&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-02T12:22:45Z,"Search
Direct
User
100
Zoom
Quiz
?
Libération Diamond
clock
xml
netvibes
live
anciens-numeros
data
desintox
diapo
edito
election-2017
election
essentiel
generique
idee
jo
next… [+476 chars]"
12,"{'id': 'liberation', 'name': 'Libération'}",Emma Donada,Covid-19 : vers un dépistage systématique des variants en cas de test PCR positif,"Le 23 janvier, la direction générale de la santé a demandé aux professionnels de santé de faire passer un deuxième test à toutes les PCR positives afin de détecter les éventuels variants.",http://www.liberation.fr/checknews/2021/02/02/covid-19-vers-un-depistage-systematique-des-variants-en-cas-de-test-pcr-positif_1818898,https://medias.liberation.fr/photo/1375347-checknews_afp_8yf6bbjpg.jpg?modified_at=1612262533&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-02T11:42:53Z,"Search
Direct
User
100
Zoom
Quiz
?
Libération Diamond
clock
xml
netvibes
live
anciens-numeros
data
desintox
diapo
edito
election-2017
election
essentiel
generique
idee
jo
next… [+467 chars]"
13,"{'id': 'liberation', 'name': 'Libération'}",Victor Boiteau,"Domaines de chasse : en Sologne, les grillages de la discorde","Dans cette région boisée du Centre-Val-de-Loire, l’engrillagement de vastes parcs réservées à la chasse s’accélère. Une pratique légale, mais qui perturbe la circulation des animaux. Et défigure le territoire, selon les associations et les chasseurs locaux.",http://www.liberation.fr/france/2021/02/02/domaines-de-chasse-en-sologne-les-grillages-de-la-discorde_1818950,https://medias.liberation.fr/photo/1375459-prodlibe-2021-0255.jpg?modified_at=1612252986&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-02T09:50:51Z,"Search
Direct
User
100
Zoom
Quiz
?
Libération Diamond
clock
xml
netvibes
live
anciens-numeros
data
desintox
diapo
edito
election-2017
election
essentiel
generique
idee
jo
next… [+467 chars]"
14,"{'id': 'liberation', 'name': 'Libération'}",Stéphanie Harounyan,"Marseille : «On aime ce club, mais pas au point de faire des violences ou des dégradations»","Quatorze personnes comparaissaient lundi à Marseille après les violences survenues samedi à la Commanderie, le centre d'entraînement de l'OM. Huit d'entre eux resteront en détention jusqu'à l'examen du dossier sur le fond, renvoyé au 24 février.",http://www.liberation.fr/france/2021/02/02/marseille-on-aime-ce-club-mais-pas-au-point-de-faire-des-violences-ou-des-degradations_1819025,https://medias.liberation.fr/photo/1375410-prodlibe-2021-0286.jpg?modified_at=1612249186&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-02T07:53:26Z,"Le dispositif policier avait été musclé au cas où. Mais finalement personne nest venu manifester devant le tribunal correctionnel de Marseille, où quatorze prévenus étaient présentés lundi après-midi… [+5261 chars]"
15,"{'id': 'liberation', 'name': 'Libération'}",,"Meurtres conjugaux, des vies derrière les chiffres","Chaque année, plus de cent femmes sont tuées par leur conjoint, leur mari ou leur ex. Derrière une statistique qui se répète froidement chaque année, il y a des prénoms, des histoires, des vies, des victimes collatérales.",https://www.liberation.fr/apps/2018/02/meurtres-conjugaux-derriere-les-chiffres/,https://www.liberation.fr/apps/2018/02/meurtres-conjugaux-derriere-les-chiffres/static/social.jpg,2021-02-02T07:22:27.4088598Z,
16,"{'id': 'liberation', 'name': 'Libération'}",Louise Vincent,Le Kremlin fait monter la répression,"Détention prolongée d’Alexeï Navalny, violences policières, intimidations... L’acharnement du pouvoir russe est de plus en plus décrié à l’étranger.",http://www.liberation.fr/planete/2021/02/01/le-kremlin-fait-monter-la-repression_1819012,https://medias.liberation.fr/photo/1375439-101077170499jpg.jpg?modified_at=1612207452&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-01T20:01:09Z,"Search
Direct
User
100
Zoom
Quiz
?
Libération Diamond
clock
xml
netvibes
live
anciens-numeros
data
desintox
diapo
edito
election-2017
election
essentiel
generique
idee
jo
next… [+467 chars]"
17,"{'id': 'liberation', 'name': 'Libération'}",Veronika Dorman,"Alexeï Navalny : vent debout, jusqu’au bout","Le blogueur anticorruption devenu l’ennemi numéro 1 du Kremlin comparaît devant la justice ce mardi. Au fil de son combat politique, il a gagné en stature et en soutiens en s’attaquant frontalement à Poutine, quoi qu’il en coûte.",http://www.liberation.fr/planete/2021/02/01/alexei-navalny-vent-debout-jusqu-au-bout_1819009,https://medias.liberation.fr/photo/1375440-alexei-navalny.jpg?modified_at=1612207491&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-01T20:01:07Z,"Search
Direct
User
100
Zoom
Quiz
?
Libération Diamond
clock
xml
netvibes
live
anciens-numeros
data
desintox
diapo
edito
election-2017
election
essentiel
generique
idee
jo
next… [+467 chars]"
18,"{'id': 'liberation', 'name': 'Libération'}",Elsa Maudet,Mal-logement : le parc HLM paralysé par le Covid,"Dans un rapport publié ce mardi, la Fondation Abbé-Pierre estime que 100 000 logements sociaux de moins ont été attribués l’année dernière, à cause de la crise sanitaire et des confinements. Toute la chaîne d’attribution est embouteillée et risque d’exploser …",http://www.liberation.fr/france/2021/02/01/mal-logement-le-parc-hlm-paralyse-par-le-covid_1818999,https://medias.liberation.fr/photo/1375385-000_1hi6xbjpg.jpg?modified_at=1612204923&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-01T19:36:14Z,"Les chiffres définitifs ne seront connus que dans quelques mois, mais déjà les estimations donnent le tournis. En 2020, le nombre dattributions de HLM devrait chuter de 20 %. Soit 100 000 logements s… [+4840 chars]"
19,"{'id': 'liberation', 'name': 'Libération'}","Cédric Mathiot, Pauline Moullot",Les chiffres officiels des hospitalisations liées au Covid-19 sont-ils gonflés ?,La publication d'un article de «Nice-Matin» mi-janvier a relancé la polémique sur la manière dont les statistiques sont fabriquées.,http://www.liberation.fr/checknews/2021/02/01/les-chiffres-officiels-des-hospitalisations-liees-au-covid-19-sont-ils-gonfles_1817820,https://medias.liberation.fr/photo/1375353-french-hospital-faces-second-wave-of-covid-19-patients.jpg?modified_at=1612191406&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=1080,2021-02-01T12:42:15Z,"Search
Direct
User
100
Zoom
Quiz
?
Libération Diamond
clock
xml
netvibes
live
anciens-numeros
data
desintox
diapo
edito
election-2017
election
essentiel
generique
idee
jo
next… [+467 chars]"
